Location,Product_Description,Product_Category,Quantity,Avg_Price
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Protect Smoke + CO Black Battery Alarm-USA,Nest-USA,1.0,81.5
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
Washington DC,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
Washington DC,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,81.5
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,4.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,4.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Washington DC,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,4.0,81.5
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,81.5
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
Washington DC,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Washington DC,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
California,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,102.13
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,102.13
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,102.13
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,81.5
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New Jersey,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New Jersey,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New Jersey,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New Jersey,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New Jersey,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
New Jersey,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
New Jersey,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,4.0,81.5
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
Chicago,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4.0,81.5
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,5.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,4.0,81.5
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,81.5
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New York,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
New York,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5.0,81.5
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,153.71
New Jersey,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
New Jersey,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
New Jersey,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New Jersey,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5
New Jersey,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New Jersey,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
New Jersey,Nest Cam Outdoor Security Camera - USA,Nest-USA,5.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,81.5
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New Jersey,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New Jersey,Nest Cam Outdoor Security Camera - USA,Nest-USA,3.0,122.77
New Jersey,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New Jersey,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
New Jersey,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
New Jersey,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,102.13
New Jersey,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,81.5
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5
Chicago,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71
Chicago,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
Chicago,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,102.13
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77
California,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77
California,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71
